Confirmed,Deaths,Recovered,Active,Date,Confirmed_Incidence,Active_Incidence,Deaths_Incidence,Recovered_Incidence
0,0,0,0,2020-01-22 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-23 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-24 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-25 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-26 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-27 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-28 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-29 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-30 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-01-31 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-02-01 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-02-02 00:00:00,0.0,0.0,0.0,0.0
0,0,0,0,2020-02-03 00:00:00,0.3333333333333333,0.3333333333333333,0.0,0.0
1,0,0,1,2020-02-04 00:00:00,0.3333333333333333,0.3333333333333333,0.0,0.0
1,0,0,1,2020-02-05 00:00:00,0.3333333333333333,0.3333333333333333,0.0,0.0
1,0,0,1,2020-02-06 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-07 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-08 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-09 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-10 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-11 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-12 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-13 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-14 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-15 00:00:00,0.0,0.0,0.0,0.0
1,0,0,1,2020-02-16 00:00:00,0.0,0.0,0.0,0.3333333333333333
1,0,1,0,2020-02-17 00:00:00,0.0,0.0,0.0,0.3333333333333333
1,0,1,0,2020-02-18 00:00:00,0.0,0.0,0.0,0.3333333333333333
1,0,1,0,2020-02-19 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-20 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-21 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-22 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-23 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-24 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-25 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-26 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-27 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-28 00:00:00,0.0,0.0,0.0,0.0
1,0,1,0,2020-02-29 00:00:00,0.3333333333333333,0.3333333333333333,0.0,0.0
2,0,1,1,2020-03-01 00:00:00,2.3333333333333335,2.3333333333333335,0.0,0.0
8,0,1,7,2020-03-02 00:00:00,4.0,4.0,0.0,0.0
13,0,1,12,2020-03-03 00:00:00,7.0,7.0,0.0,0.0
23,0,1,22,2020-03-04 00:00:00,14.0,14.0,0.0,0.0
50,0,1,49,2020-03-05 00:00:00,32.0,32.0,0.0,0.0
109,0,1,108,2020-03-06 00:00:00,48.666666666666664,48.666666666666664,0.0,0.0
169,0,1,168,2020-03-07 00:00:00,50.0,50.0,0.0,0.0
200,0,1,199,2020-03-08 00:00:00,43.333333333333336,43.333333333333336,0.0,0.0
239,0,1,238,2020-03-09 00:00:00,32.666666666666664,32.666666666666664,0.0,0.0
267,0,1,266,2020-03-10 00:00:00,38.0,37.0,1.0,0.0
314,3,1,310,2020-03-11 00:00:00,25.0,24.0,1.0,0.0
314,3,1,310,2020-03-12 00:00:00,97.33333333333333,96.33333333333333,1.0,0.0
559,3,1,555,2020-03-13 00:00:00,125.0,124.66666666666667,0.3333333333333333,0.0
689,4,1,684,2020-03-14 00:00:00,190.66666666666666,190.33333333333334,0.3333333333333333,0.0
886,4,1,881,2020-03-15 00:00:00,166.33333333333334,165.66666666666666,0.6666666666666666,0.0
1058,5,1,1052,2020-03-16 00:00:00,184.66666666666666,182.66666666666666,2.0,0.0
1243,10,1,1232,2020-03-17 00:00:00,200.0,186.66666666666666,3.3333333333333335,10.0
1486,14,31,1441,2020-03-18 00:00:00,245.66666666666666,230.33333333333334,5.333333333333333,10.0
1795,21,31,1743,2020-03-19 00:00:00,338.0,329.0,9.0,10.0
2257,37,1,2219,2020-03-20 00:00:00,443.0,348.0,17.666666666666668,87.33333333333333
2815,67,263,2485,2020-03-21 00:00:00,535.3333333333334,440.0,18.0,87.33333333333333
3401,75,263,3063,2020-03-22 00:00:00,495.3333333333333,391.0,17.0,87.33333333333333
3743,88,263,3392,2020-03-23 00:00:00,484.6666666666667,400.3333333333333,18.333333333333332,66.0
4269,122,461,3686,2020-03-24 00:00:00,512.0,383.0,34.333333333333336,94.66666666666667
4937,178,547,4212,2020-03-25 00:00:00,830.6666666666666,649.3333333333334,44.0,137.33333333333334
6235,220,675,5340,2020-03-26 00:00:00,1005.0,817.0,55.666666666666664,132.33333333333334
7284,289,858,6137,2020-03-27 00:00:00,1399.0,1168.6666666666667,58.333333333333336,172.0
9134,353,1063,7718,2020-03-28 00:00:00,1533.6666666666667,1235.3333333333333,70.33333333333333,228.0
10836,431,1359,9046,2020-03-29 00:00:00,1538.3333333333333,1240.6666666666667,74.66666666666667,223.0
11899,513,1527,9859,2020-03-30 00:00:00,1213.6666666666667,885.3333333333334,117.33333333333333,211.0
12775,705,1696,10374,2020-03-31 00:00:00,1042.6666666666667,652.6666666666666,132.33333333333334,257.6666666666667
13964,828,2132,11004,2020-04-01 00:00:00,1149.6666666666667,661.0,166.0,322.6666666666667
15348,1011,2495,11842,2020-04-02 00:00:00,1331.6666666666667,793.6666666666666,146.0,392.0
16770,1143,2872,12755,2020-04-03 00:00:00,1489.0,965.6666666666666,151.66666666666666,371.6666666666667
18431,1283,3247,13901,2020-04-04 00:00:00,1447.6666666666667,883.6666666666666,145.33333333333334,418.6666666666667
19691,1447,3751,14493,2020-04-05 00:00:00,1348.0,813.6666666666666,163.0,371.3333333333333
20814,1632,3986,15196,2020-04-06 00:00:00,1254.3333333333333,700.3333333333334,250.66666666666666,303.3333333333333
22194,2035,4157,16002,2020-04-07 00:00:00,1237.3333333333333,663.0,264.3333333333333,310.0
23403,2240,4681,16482,2020-04-08 00:00:00,1389.6666666666667,700.0,297.0,392.6666666666667
24983,2523,5164,17296,2020-04-09 00:00:00,1491.0,692.6666666666666,328.0,470.3333333333333
26667,3019,5568,18080,2020-04-10 00:00:00,1538.3333333333333,734.6666666666666,368.6666666666667,435.0
28018,3346,5986,18686,2020-04-11 00:00:00,1554.6666666666667,762.6666666666666,359.0,433.0
29647,3600,6463,19584,2020-04-12 00:00:00,1307.3333333333333,633.0,294.6666666666667,379.6666666666667
30589,3903,6707,19979,2020-04-13 00:00:00,1033.6666666666667,469.3333333333333,270.3333333333333,294.0
31119,4157,6868,20094,2020-04-14 00:00:00,1308.6666666666667,814.0,280.0,214.66666666666666
33573,4440,7107,22026,2020-04-15 00:00:00,1406.6666666666667,803.6666666666666,318.0,285.0
34809,4857,7562,22390,2020-04-16 00:00:00,1673.0,973.3333333333334,335.3333333333333,364.3333333333333
36138,5163,7961,23014,2020-04-17 00:00:00,1203.3333333333333,452.0,337.6666666666667,413.6666666666667
37183,5453,8348,23382,2020-04-18 00:00:00,1229.0,555.3333333333334,275.3333333333333,398.3333333333333
38496,5683,8757,24056,2020-04-19 00:00:00,1281.6666666666667,748.6666666666666,221.66666666666666,311.3333333333333
39983,5828,8895,25260,2020-04-20 00:00:00,1257.6666666666667,858.0,181.66666666666666,218.0
40956,5998,9002,25956,2020-04-21 00:00:00,1131.0,712.6666666666666,193.0,225.33333333333334
41889,6262,9433,26194,2020-04-22 00:00:00,938.0,415.6666666666667,220.66666666666666,301.6666666666667
42797,6490,9800,26507,2020-04-23 00:00:00,1112.3333333333333,512.0,227.0,373.3333333333333
44293,6679,10122,27492,2020-04-24 00:00:00,1145.3333333333333,599.0,218.33333333333334,328.0
45325,6917,10417,27991,2020-04-25 00:00:00,1112.3333333333333,582.6666666666666,201.33333333333334,328.3333333333333
46134,7094,10785,28255,2020-04-26 00:00:00,798.0,370.0,176.0,252.0
